sentence,words
Empezó a padecer episodios de desdoblamiento de personalidad durante los que intentaba castigarse ella misma.,padecer
"Entramos en la casa a través del garaje: lo había transformado en un taller, presidido en el centro por una Harley-Davidson de coleccionista.",Entramos
Por eso no quería enseñártela.,enseñártela
"La población hacía piña: los hombres se pasaban horas y horas registrando parcelas enteras de prados y bosques, o inspeccionando las orillas de los ríos.",parcelas
"…] Goldman, muy cercano a Harry Quebert, de quien fue alumno en la universidad, cuenta los recientes acontecimientos de Aurora desde dentro.",recientes
—Es imposible —me enfadé—.,enfadé
—¿Marcharnos?,Marcharnos
"—A pescar jaleos, creo.",jaleos
Por fin había conseguido empezarla.,empezarla
En la cocina cunde el pánico.,cunde
"Intenté, durante dos días, ir a trabajar a mi antigua habitación, en casa de mis padres, en Montclair, la misma en la que había encontrado inspiración para mi primera novela.",antigua
¿Pretendía cometer un crimen?,Pretendía
"—Tiene tanta suerte, Harry —se maravilló ella al escuchar su relato—.",maravilló
Apuramos nuestras cervezas.,Apuramos
"Y fue así como durante los años que siguieron y que llegaron hasta el final de mi carrera universitaria, me cruzaba en Burrows con Harry Quebert, el escritor estrella, y me relacionaba en Aurora con Harry a secas, el hombre solo.",cruzaba
"Incrédulo, vio a Nola subir a ese coche que no conocía.",Incrédulo
"Y después me confesó que la zurraban en casa, que le decían que era una niña mala.",zurraban
"Al ver a Harry sentado en su mesa de costumbre, se precipitó hacia él y, sin saludarle siquiera, con un tono lleno de rabia y amargura, le dijo:",amargura
"Por primera vez, una gran estrella neoyorquina iba a asistir a su velada y, quién sabe, quizás el año siguiente Harry se trajese a lo más granado del show-business.",granado
Camina por la federal 1 para ir hasta el Sea Side Motel.,Camina
"Estaba de vacaciones, aquello la distraía.",distraía
"Una caja enorme, de acero fundido, de la que sólo yo tenía llave.",fundido
Pero no quiero que esto se divulgue.,divulgue
"Y pensar que hace poco se peleaba usted contra sacos, ¡y ahora está en la final del campeonato!",peleaba
"Los otros estudiantes, conscientes de que mantenía una relación privilegiada con él, insinuaron que lo nuestro era algo más que una amistad.",insinuaron
No puedes privarme de ella cuando ya sé que la voy a perder».,privarme
"Viviremos en una bonita casa, al borde de un lago.",Viviremos
"—Pero, Harry, ¿para qué vivir si no tenemos derecho a querernos?",querernos
Te pometo que no ez lo que pienzaz.,pometo
"Robert aprovechó para gemir a su vez que quería leer el periódico, y no tener grandes conversaciones con ese gran escritor y que, de todas formas, no leía nunca libros porque le dormían, así que no sabría qué contarle.",dormían
Stern decía conocer vagamente a Nola; ¿debía revelarle que tenía un testigo que afirmaba que habían mantenido una relación?,vagamente
"—Bébetelo de un trago, ¿quieres?",Bébetelo
"Tenía mala apariencia: su rostro estaba terriblemente desfigurado, su mandíbula mal encajada, por lo que su dicción era difícilmente comprensible.",encajada
¿Se puede faltar a clase si se está enfermo?».,enfermo
Llamé a este último para exponerle mi idea.,exponerle
¡Pero si su madre no está muerta! Es lo que él intentaba hacer creer porque ella tenía vello oscuro en las mejillas y se parecía muchísimo a una barba y los otros niños se burlaban de él.,vello
"—Respóndame, reverendo: ponía la música a fondo y a fondo la sacudía, ¿verdad?",Respóndame
Ese libro es la prueba de mi inquebrantable amistad.,inquebrantable
—Recuerdo cuando eras estudiante y venías al Clark’s con Harry para corregir tus textos.,venías
No sea como la pobre idiota engañada que soy.,engañada
"Su tarde había sido absolutamente apacible; nada que reseñar, ni una sola llamada a la centralita.",reseñar
"—Hágala venir, ¿quiere?",Hágala
Marchémonos en cuanto termine este horrible mes.,termine
"Póngase a trabajar y ya verá, se desbloqueará por sí mismo».",desbloqueará
—preguntaba Jenny al fantasma lívido y esquelético que le abría la puerta.,lívido
No entiendo por qué se empecina en gustarle a esa rata…,empecina
"Tenía un aspecto muy desmejorado: el rostro sombrío, sin afeitar, el pelo revuelto, la camisa desabotonada, los ojos hinchados.",desmejorado
No me resignaré nunca».,resignaré
¿Gofres?,Gofres
Miraron juntos cómo las gaviotas se peleaban por los trozos de pan.,Miraron
"—Mamá, todavía no estamos prometidos.",prometidos
"Hubo un breve silencio al final del cual pregunté, conmovido:",conmovido
Estalló una salva de aplausos en su honor y numerosos invitados le rodearon para felicitarle.,salva
"Ya que todo el mundo habla de Quebert, todo el mundo hablará de tu libro.",hablará
—¿Una carta? ¡Pero tú nunca nos hablaste de esa carta! —exclamó Travis.,hablaste
Harry se enfrenta a la inyección letal.,inyección
No sé por qué me porto mal con él.,porto
"Volvió a admirar sus preparativos, y después revisó por última vez el plan de servicio, que había anotado en una hoja de papel y que intentaba aprenderse de memoria.",revisó
La vida es una estafa.,estafa
¿Por qué te contaría Nola esas bobadas?,contaría
"Tras haberlo pensado bien, telefoneó al hotel de Martha’s Vineyard.",telefoneó
Seguimos caminando.,Seguimos
—¿Y en qué me concierne eso?,concierne
Tuve la confirmación cuando le pedí a Gahalowood que comparase la letra de las cartas que había recibido Nola con la del mensaje inscrito en el manuscrito encontrado junto a sus restos.,comparase
"Introdujo la llave de seguridad en la cerradura, la hizo girar y se estremeció al oír funcionar el mecanismo de apertura.",Introdujo
¿Cómo había conseguido inspirarse de ese modo?,inspirarse
"La principal prueba de la acusación —el manuscrito— perdió toda credibilidad en cuanto se demostró que el mensaje Adiós, mi querida Nola no había sido escrito por Harry.",demostró
La madre tiene el rostro marcado por arrugas indelebles.,indelebles
Luego se las arregló para difundirlos a la prensa haciendo creer que se los habían robado.,difundirlos
"Después consiguió fondos para reformar el techo del templo y, como no había servido en Corea, participó en el esfuerzo de guerra poniendo en marcha un programa de reinserción de veteranos.",reformar
Mamá Quinn reflexionó un instante:,reflexionó
"Hacía un tiempo radiante en Portland, Maine, el día que visitamos a Sylla Caleb Mitchell, la hermana de Luther.",visitamos
Al igual que no quería que utilizasen la galería que habitualmente utilizaba Luther de taller: tenía miedo de que alguien le sorprendiera.,utilizasen
Creo que la Nochevieja es un buen medio para saber qué amigos son aburridos o no.,aburridos
Las primeras líneas estaban tachadas y cubiertas de rotulador negro hasta hacerlas ilegibles.,tachadas
"Al librar ese combate, acaba de probarme que las esperanzas que tengo puestas en usted desde el día que nos conocimos no son vanas.",probarme
—¿En qué se basaban?,basaban
Piense en este lema cada vez que se enfrente a una elección difícil.,lema
Esa es la razón por la que no soporté que viniese aquí a despertar mis fantasmas.,soporté
Nadie debe enterarse.,enterarse
"¡Eres un escritor excepcional! ¡Ese libro es un libro importantísimo! Te vas a hacer famoso, Harry.",importantísimo
"Porque ni siquiera habíamos llamado cuando abrió la puerta, armado con su fusil.",armado
Ese año de 1998 fue también el del caso Lewinsky.,Lewinsky
"—Quiere decir que su cerebro, en esencia caprichoso, debe producir en un lapso de tiempo fijado por otro.",caprichoso
"Desgraciadamente, tanto trabajo no dio ningún fruto: toda esa gente había llegado ya a la cincuentena, pero no tenían más que contarme que recuerdos infantiles, sin gran interés para el avance del caso.",cincuentena
—Luther pasó los dos años siguientes vagando por la casa familiar.,vagando
"Le prometo que velaría por usted, pondría toda mi alma en ello, ¡le haría un hombre feliz!",velaría
"—Hay que exorcizarla, David.",exorcizarla
"En cuanto al director, maldiciendo la mala calidad de las instalaciones de Felton, ordenó renovar sin reparar en gastos todo el revestimiento de la pista del estadio, financiando las obras con el presupuesto destinado a las excursiones del instituto y privando así a los alumnos de todos los cursos de la menor actividad durante todo el año siguiente.",maldiciendo
—Que te gusta ese pirado.,pirado
—¿Castigarla por qué?,Castigarla
"Existe, en el camino de Montburry, un pequeño lago conocido en toda la región y que, durante los calurosos días de verano, es invadido por familias y campamentos infantiles.",calurosos
No quiero que llores.,llores
Lo recordaré siempre.,recordaré
"Más tarde, ese mismo día, al marcharme del motel, me presenté en el Clark’s para intentar hablar con alguien que hubiese asistido a la inhumación de Nola.",inhumación
—¿Referentes a Nola?,Referentes
"Dejé el coche en el aparcamiento de grava, al lado del porche.",Dejé
Él estaba cautivado.,cautivado
"En el ring central se desarrollaba un combate de extrema violencia, y los numerosos espectadores, que llenaban el lugar hasta casi las mismas cuerdas, lanzaban gritos bestiales.",cuerdas
"Para mí, su historia comenzaba realmente a finales de los años sesenta, cuando, tras haber terminado los estudios de letras en la Universidad de Nueva York, encontró un trabajo de profesor de Literatura en un instituto de Queens.",Queens
"Volvió precipitadamente a Goose Cove, se sentó en la terraza de la casa y, mientras tragaba generosas cantidades de whisky, se puso a escribir frenéticamente: N-O-L-A, N-O-L-A, N-O-L-A. Ya no sabía qué debía hacer.",generosas
Respondió a esa carta haciéndose pasar por usted.,haciéndose
"Instalados en la cafetería cercana, esperaron a que pasara la tormenta.",Instalados
Desearía tener parterres de hortensias para acordarme de ella siempre.,parterres
"Harry me llamó a cobro revertido desde la cárcel al final de la tarde, lloraba.",cobro
"Evidentemente, todo el mundo quedó impresionado, y aquello me valió eclipsar a Sally ante los profesores y mis compañeros.",eclipsar
"El jefe Pratt y Travis registraban el bosque; bordeaban el lindero, cerca de la playa.",registraban
Salí a pasear por la playa.,Salí
"Recuerdo bien a la abuela Cooper: en aquella época no llevaba mucho tiempo en la policía, pero ella llamaba con regularidad.",abuela
"—Sí, la maltrataban con severidad.",severidad
—Fúmate el puro con aire pensativo.,Fúmate
La última que recibiría nunca.,recibiría
"Sabemos que Caleb rondaba Goose Cove, que espiaba a Harry y a Nola: pudo ver cómo Pratt recogía a Nola al borde de la carretera y la forzaba a hacerle una felación… Y pudo decírselo a Stern.",forzaba
Sueña con conocerle.,Sueña
"Entonces le esperé y, cuando volvió, al final del día, tuvimos un terrible altercado…",altercado
"—Doug, hay un episodio de mi vida que no te he contado nunca… Al finalizar mis años de instituto, podía haber escogido el mal camino.",escogido
—¡No te desanimes! —exclamó Stern con tono amistoso—.,desanimes
"Vaya a un psicoanalista, escritor.",psicoanalista
"Pertenecía a Elijah Stern, y antes venía regularmente.",Pertenecía
Lo mismo que decir peste o cólera.,peste
Todo el mundo sabe que andas haciendo muchas preguntas…,andas
—Alguien.,Alguien
La novela que escribí durante los dos años siguientes fue la que me propulsó a la cima.,propulsó
