word,count,example_sentence,translation
calmó,2,Roth se {{c1::calmó}} y se sentó.,
coincidencias,2,Pero todas estas {{c1::coincidencias}} son desconcertantes.,
tendrán,2,"La fuga, la nota… Y yo debo defender su trasero frente a un jurado de buenos ciudadanos que {{c1::tendrán}} ganas de condenarle a muerte antes incluso de que empiece el juicio.",
empiece,2,"La fuga, la nota… Y yo debo defender su trasero frente a un jurado de buenos ciudadanos que tendrán ganas de condenarle a muerte antes incluso de que {{c1::empiece}} el juicio.",
pedófilo,2,"Si no lo está haciendo ya… La gente me dedica palabras sin medir su alcance: {{c1::pedófilo}}, pervertido, degenerado.",
dijese,2,"Pero, por Dios, ¿qué quería que le {{c1::dijese}}?",
incitarle,2,"Vamos —insistió Roth para {{c1::incitarle}} a hablar—, creo que no me lo ha dicho todo.",
entraba,2,"En aquella época aquello me aterrorizó: quería decir que alguien me espiaba, que estaba al corriente de cuándo salía y {{c1::entraba}}.",
rondando,2,"Decía que me parecía haber visto a alguien {{c1::rondando}}, venía una patrulla y eso me tranquilizaba.",
tranquilizaba,2,"Decía que me parecía haber visto a alguien rondando, venía una patrulla y eso me {{c1::tranquilizaba}}.",
enciclopedia,2,"Entre las páginas de una gran {{c1::enciclopedia}}, en mi despacho.",
comentado,2,Me imagino que la policía no las encontró porque nadie me lo ha {{c1::comentado}}.,
dediqué,2,"A lo largo de los dos días siguientes, me {{c1::dediqué}} a interrogar a todas las personas que, de una u otra forma, hubiesen podido conocer a Nola.",
redactar,2,"Erne Pinkas fue de nuevo una inestimable ayuda en esta empresa: encontró en el archivo de la biblioteca el yearbook de 1975 del instituto de Aurora y consiguió {{c1::redactar}}, gracias a la guía telefónica y a Internet, una lista de las direcciones actuales de una gran parte de los antiguos compañeros de clase que todavía vivían en la zona.",
guía,2,"Erne Pinkas fue de nuevo una inestimable ayuda en esta empresa: encontró en el archivo de la biblioteca el yearbook de 1975 del instituto de Aurora y consiguió redactar, gracias a la {{c1::guía}} telefónica y a Internet, una lista de las direcciones actuales de una gran parte de los antiguos compañeros de clase que todavía vivían en la zona.",
cincuentena,2,"Desgraciadamente, tanto trabajo no dio ningún fruto: toda esa gente había llegado ya a la {{c1::cincuentena}}, pero no tenían más que contarme que recuerdos infantiles, sin gran interés para el avance del caso.",
infantiles,2,"Desgraciadamente, tanto trabajo no dio ningún fruto: toda esa gente había llegado ya a la cincuentena, pero no tenían más que contarme que recuerdos {{c1::infantiles}}, sin gran interés para el avance del caso.",
cortésmente,2,"Estaba sentada en una mesa de despacho, con gafas de lectura en los ojos, y tras haberme saludado {{c1::cortésmente}} le pregunté: —¿Es usted Nancy Hattaway?",
suena,2,Su cara me {{c1::suena}}.,
exacto,2,Y también es {{c1::exacto}} que estoy investigando la muerte de Nola Kellergan.,
cristalera,2,"Pensaba que iba a pedirme que me fuera, pero colgó el cartel de cerrado en la {{c1::cristalera}} y echó el cerrojo de entrada.",
cerrojo,2,"Pensaba que iba a pedirme que me fuera, pero colgó el cartel de cerrado en la cristalera y echó el {{c1::cerrojo}} de entrada.",
apellido,2,No se había casado y había conservado su {{c1::apellido}}.,
Llámeme,2,{{c1::Llámeme}} Marcus.,
rescatar,2,Había sido llamado para {{c1::rescatar}} la parroquia de St.,
desarrolló,2,"El episodio que me relató Nancy Hattaway se {{c1::desarrolló}}, según mis cálculos, el lunes 7 de julio de 1975, es decir, durante el periodo en el que Harry había rechazado a Nola.",
rechazado,2,"El episodio que me relató Nancy Hattaway se desarrolló, según mis cálculos, el lunes 7 de julio de 1975, es decir, durante el periodo en el que Harry había {{c1::rechazado}} a Nola.",
bañarnos,2,¿Dónde vamos a {{c1::bañarnos}}?,
Triste,2,¿{{c1::Triste}}?,
tilín,2,"¿No será Cody, el chico de segundo que te hacía {{c1::tilín}}?",
fuiste,2,¿Fue con él con quien te {{c1::fuiste}} el sábado pasado?,
temperatura,2,"Les gustaba chapotear allí, la {{c1::temperatura}} del agua era mucho más agradable que la del océano.",
pomada,2,Nancy cogió la {{c1::pomada}} de farmacia del cuarto de baño de su madre y la aplicó en los magullados senos de su amiga.,
farmacia,2,Nancy cogió la pomada de {{c1::farmacia}} del cuarto de baño de su madre y la aplicó en los magullados senos de su amiga.,
magullados,2,Nancy cogió la pomada de farmacia del cuarto de baño de su madre y la aplicó en los {{c1::magullados}} senos de su amiga.,
llenaron,2,"Por favor… Al recordar su último verano con Nola, los ojos de Nancy se {{c1::llenaron}} de lágrimas.",
dato,2,"Yo sabía que se trataba de Harry; sin embargo, necesitaba saber si ella también conocía ese {{c1::dato}}.",
presento,2,"Señora Hattaway, sé que usted no me conoce, que me {{c1::presento}} por las buenas y que la obligo a ahondar en su memoria.",
Cuarenta,2,¿{{c1::Cuarenta}} años?,
desnudarse,2,"Ella me contaba que debía {{c1::desnudarse}} para él, obedecerle, dejarse hacer.",
EXTRACTO,2,{{c1::EXTRACTO}} DE EL CASO HARRY QUEBERT Viernes 27 de junio de 2008.,
calla,2,"La cuestión es saber por qué todo el mundo {{c1::calla}}… Ayer por la noche, encontré de nuevo ese mensaje: Vuelve a tu casa, Goldman.",
resumen,2,"Hacer las cosas bien, en {{c1::resumen}}.",
solté,2,"Yo le {{c1::solté}} de un tirón: —Nola tenía un amante, un tal Elijah Stern.",
amante,2,"Yo le solté de un tirón: —Nola tenía un {{c1::amante}}, un tal Elijah Stern.",
adoptar,2,Volvió a {{c1::adoptar}} su mueca de hastío.,
esquema,2,Le pregunté si podía hacerle un {{c1::esquema}} en algún sitio.,
resignada,2,Con expresión {{c1::resignada}} me condujo a una habitación contigua.,
corcho,2,Clavadas con chinchetas sobre un tablón de {{c1::corcho}} había fotos de Side Creek y Aurora.,
Sabemos,2,{{c1::Sabemos}} que tuvo una relación con Harry.,
sandeces,2,¿Quién le ha contado esas {{c1::sandeces}}?,
complica,2,"A principios de verano de 1975, su historia con Harry se {{c1::complica}}: él la rechaza y ella se deprime.",
rechaza,2,"A principios de verano de 1975, su historia con Harry se complica: él la {{c1::rechaza}} y ella se deprime.",
Leyó,2,{{c1::Leyó}} el texto en voz alta: —Sé lo que le hizo a esa chiquilla de 15 años.,
destrucción,2,¿Quiere que le condenen por {{c1::destrucción}} de pruebas?,
refunfuñar,2,"Gahalowood, sin dejar de {{c1::refunfuñar}}, agarró un mapa de Aurora y sus alrededores y lo extendió sobre una mesa.",
bordeado,2,"Reflexionó en voz alta: —Si yo fuera una chiquilla que quisiese fugarse sin ser vista, habría ido hasta la playa más cercana a mi casa y habría {{c1::bordeado}} el mar hasta llegar a la carretera.",
asesina,2,"Un pervertido que intenta abusar de ella, y después coge una rama pesada y la {{c1::asesina}}.",
Deberíamos,2,¿{{c1::Deberíamos}} considerar el móvil de un crimen pasional?,
considerar,2,¿Deberíamos {{c1::considerar}} el móvil de un crimen pasional?,
arrebato,2,"¿Un {{c1::arrebato}} de rabia que, una vez pasado, empuja al asesino a escribir esa nota para no dejar la tumba anónima?",
transportar,2,Está cerca de Side Creek: ¿por qué tomarse la molestia de {{c1::transportar}} un cuerpo para enterrarlo a dos millas de allí?,
LOUISA,2,HARRY TAMARA NANCY HATTAWAY NOLA DAVID Y {{c1::LOUISA}} ELIJAH STERN LUTHER CALEB —Toda esa gente tiene una relación probable con Nola o con el caso —dije—.,
recriminaciones,2,Ignoré sus {{c1::recriminaciones}} e intenté desarrollar mi lista.,
desarrollar,2,Ignoré sus recriminaciones e intenté {{c1::desarrollar}} mi lista.,
repite,2,"En cuanto a Tamara Quinn, {{c1::repite}} a quien quiere escucharla que estaba al corriente de lo de Harry y Nola… Quizás es la autora de las cartas anónimas a Harry.",
sólidos,2,"Se necesitan elementos {{c1::sólidos}}, pruebas.",
surgen,2,"Sin embargo, Nancy Hattaway me dio la impresión de ser alguien fiable… —No digo lo contrario, pero simplemente desconfío de los recuerdos que {{c1::surgen}} treinta años más tarde, escritor.",
informarme,2,"Voy a intentar {{c1::informarme}} sobre esa historia, pero necesito más pruebas para plantearme en serio hacerle una visita a Stern.",
juega,2,No me voy a jugar el trasero yendo a interrogar a un tipo que {{c1::juega}} al golf con el gobernador sin tener un mínimo de elementos contra él.,
fresco,2,"El padre dice que venían buscando aire {{c1::fresco}}, pero Nancy Hattaway me comentó que Nola había mencionado un acontecimiento que se había producido cuando ella y su familia vivían en Jackson.",
comentó,2,"El padre dice que venían buscando aire fresco, pero Nancy Hattaway me {{c1::comentó}} que Nola había mencionado un acontecimiento que se había producido cuando ella y su familia vivían en Jackson.",
Hum,2,{{c1::Hum}}.,
estrado,2,"Haremos subir a Stern al {{c1::estrado}}, le presionaremos y daremos la vuelta a la situación.",
catastrófico,2,"Harry asintió con la cabeza con tristeza: —Cuando intenté rechazar a Nola la hice muy desgraciada, y aquello tuvo un resultado {{c1::catastrófico}}.",
trastornado,2,"El fin de semana de la fiesta nacional, después de ir a Concord con Jenny, me sentía completamente {{c1::trastornado}} por mis sentimientos hacia Nola.",
resonaba,2,"Las calles de la ciudad estaban desiertas, sólo {{c1::resonaba}} la cadencia de sus pasos.",
cadencia,2,"Las calles de la ciudad estaban desiertas, sólo resonaba la {{c1::cadencia}} de sus pasos.",
lograba,2,Se despertaba espontáneamente antes del alba y no {{c1::lograba}} volver a conciliar el sueño.,
perseguía,2,"Corría por la playa, {{c1::perseguía}} a las gaviotas, imitaba su vuelo, y seguía galopando, hasta llegar a Aurora.",
caminó,2,"Pero esa mañana, cuando llegó al barrio de Terrace Avenue, se detuvo para recuperar el aliento y {{c1::caminó}} un momento entre las filas de casas, cubierto de sudor, sintiendo su propio latido en las sienes.",
sienes,2,"Pero esa mañana, cuando llegó al barrio de Terrace Avenue, se detuvo para recuperar el aliento y caminó un momento entre las filas de casas, cubierto de sudor, sintiendo su propio latido en las {{c1::sienes}}.",
esforzado,2,"Se había {{c1::esforzado}} en mostrarse frío, para que comprendiese, pero ella no había comprendido nada.",
comprendiese,2,"Se había esforzado en mostrarse frío, para que {{c1::comprendiese}}, pero ella no había comprendido nada.",
ausentado,2,"En Concord, durante la cena, hasta se había {{c1::ausentado}} un momento para telefonear desde una cabina.",
escrutaba,2,"Inmóvil sobre la acera, {{c1::escrutaba}} las ventanas.",
apoyada,2,"Sobre las siete de la mañana, se durmió sobre su mesa, la cabeza {{c1::apoyada}} en hojas de apuntes, rotas y cubiertas de tachones.",
rotas,2,"Sobre las siete de la mañana, se durmió sobre su mesa, la cabeza apoyada en hojas de apuntes, {{c1::rotas}} y cubiertas de tachones.",
marcaba,2,"A las doce y media, en el servicio para empleados del Clark’s, Nola se mojaba la cara con agua con la esperanza de hacer desaparecer el rojo que {{c1::marcaba}} sus ojos.",
faltado,2,"Los sábados en el Clark’s era su cita semanal: por primera vez, él había {{c1::faltado}}.",
gustarle,2,"Ante la idea de volver a verle le había vuelto el buen humor, y en el momento de prepararse había puesto un poco de rosa en sus mejillas, para {{c1::gustarle}}.",
dureza,2,"Pero a la hora del desayuno, su madre la había reñido con {{c1::dureza}}: —Nola, quiero saber qué me estás ocultando.",
pasas,2,"¿Te crees que no me he dado cuenta de que te {{c1::pasas}} el día fuera, de que estás de magnífico humor y de que te pones colorete en las mejillas?",
peleas,2,"Lo hacía siempre durante las {{c1::peleas}}, no quería saber nada.",
Encendió,2,{{c1::Encendió}} el tocadiscos para no oír los golpes.,
temblar,2,La hizo desnudarse ante ella y la miró {{c1::temblar}} de miedo en ropa interior.,
llevas,2,¿Por qué {{c1::llevas}} sujetador?,
sujetador,2,¿Por qué llevas {{c1::sujetador}}?,
desnudó,2,"Nola se {{c1::desnudó}} y se acercó a su madre, que había cogido una regla metálica del escritorio de su hija.",
pezones,2,"Primero la miró de arriba abajo y después, alzando la regla, la golpeó en los {{c1::pezones}}.",
cardenales,2,"Se miraba en el espejo, levantándose la blusa y contemplando sus magullados senos: estaba cubierta de {{c1::cardenales}}.",
Bébetela,2,"{{c1::Bébetela}} —dijo con cariño—, te sentirás mejor.",
Escucha,2,"{{c1::Escucha}}… Todavía no es oficial y no debería decirte nada, pero en el fondo somos un poco amigas, ¿verdad?",
Subió,2,"{{c1::Subió}} los escalones que llevaban hasta la marquesina de la entrada, sacó de su bolsillo el sobre que tenía para él y lo encajó en el marco de la puerta.",
tomadas,2,"En su interior había dos fotos, {{c1::tomadas}} en Rockland.",
Palabras,2,"{{c1::Palabras}} para decirle que pienso en usted todas las mañanas cuando me levanto, y todas las noches cuando me acuesto.",
durmiendo,2,La he imaginado {{c1::durmiendo}} como un ángel.,
Escríbame,2,"D.: {{c1::Escríbame}} por correo, es más seguro.",
joya,2,Cada una de sus palabras es una {{c1::joya}}.,
impaciencia,2,Espero sus cartas con {{c1::impaciencia}}.,
tierna,2,Mi querida y {{c1::tierna}} amada: No puedo mostrarme ante usted porque nos haríamos demasiado daño.,
sufro,2,¡Cómo {{c1::sufro}} por haber nacido así!,
negras,2,"Ese es el mundo de hoy: lleno de códigos y lleno de reglas, pero son reglas {{c1::negras}} que encierran y oscurecen el corazón de la gente.",
encierran,2,"Ese es el mundo de hoy: lleno de códigos y lleno de reglas, pero son reglas negras que {{c1::encierran}} y oscurecen el corazón de la gente.",
escribirme,2,"No deje nunca de {{c1::escribirme}}, es tan bonito.",
respondo,2,"Para tranquilizarla, le {{c1::respondo}} que es una amiga que conocí en un campamento el verano pasado.",
praderas,2,"El lugar es tomado al asalto desde por la mañana: las {{c1::praderas}} se cubren de toallas de playa y de sombrillas bajo las que se parapetan los padres mientras sus hijos chapotean ruidosamente en un agua verdosa y calentorra, espumosa en los lugares donde la corriente acumula los desechos de los domingueros.",
toallas,2,"El lugar es tomado al asalto desde por la mañana: las praderas se cubren de {{c1::toallas}} de playa y de sombrillas bajo las que se parapetan los padres mientras sus hijos chapotean ruidosamente en un agua verdosa y calentorra, espumosa en los lugares donde la corriente acumula los desechos de los domingueros.",
